20
20
-3.000000,-4.000000,-3.000000,-3.000000,-2.000000,-2.000000,-3.000000,-3.000000,-3.000000,-2.000000,-2.000000,-3.000000,-4.000000,-2.000000,-2.000000,-4.000000,-3.000000,-4.000000,-2.000000,-4.000000,
-4.000000,-4.000000,-4.000000,-2.000000,-3.000000,-3.000000,-3.000000,-4.000000,-2.000000,-3.000000,-3.000000,-2.000000,-3.000000,-3.000000,-2.000000,-3.000000,-2.000000,-3.000000,-2.000000,-4.000000,
-3.000000,-4.000000,-4.000000,-4.000000,-3.000000,-2.000000,-3.000000,-3.000000,-2.000000,-2.000000,-4.000000,-3.000000,-3.000000,-3.000000,-2.000000,-4.000000,-3.000000,-2.000000,-3.000000,-4.000000,
-3.000000,-2.000000,-4.000000,-3.000000,-2.000000,-4.000000,-2.000000,-4.000000,-2.000000,-3.000000,-3.000000,-3.000000,-3.000000,-3.000000,-2.000000,-3.000000,-4.000000,-3.000000,-4.000000,-3.000000,
-2.000000,-3.000000,-3.000000,-2.000000,-2.000000,-3.000000,-2.000000,-2.000000,-2.000000,-4.000000,-2.000000,-3.000000,-2.000000,-3.000000,-3.000000,-4.000000,-2.000000,-3.000000,-3.000000,-3.000000,
-2.000000,-3.000000,-2.000000,-4.000000,-3.000000,-4.000000,-2.000000,-4.000000,-3.000000,-2.000000,-3.000000,-4.000000,-3.000000,-3.000000,-4.000000,-4.000000,-3.000000,-4.000000,-4.000000,-2.000000,
-3.000000,-3.000000,-3.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-3.000000,-3.000000,-3.000000,-3.000000,-3.000000,-2.000000,-3.000000,-2.000000,-3.000000,-3.000000,-2.000000,
-3.000000,-4.000000,-3.000000,-4.000000,-2.000000,-4.000000,-2.000000,-2.000000,-2.000000,-2.000000,-4.000000,-4.000000,-3.000000,-4.000000,-3.000000,-2.000000,-3.000000,-2.000000,-3.000000,-2.000000,
-3.000000,-2.000000,-2.000000,-2.000000,-2.000000,-3.000000,-2.000000,-2.000000,-4.000000,-2.000000,-4.000000,-3.000000,-4.000000,-3.000000,-4.000000,-3.000000,-4.000000,-4.000000,-3.000000,-2.000000,
-2.000000,-3.000000,-2.000000,-3.000000,-4.000000,-2.000000,-3.000000,-2.000000,-2.000000,-3.000000,-3.000000,-4.000000,-2.000000,-4.000000,-4.000000,-3.000000,-4.000000,-4.000000,-4.000000,-2.000000,
-2.000000,-3.000000,-4.000000,-3.000000,-2.000000,-3.000000,-3.000000,-4.000000,-4.000000,-3.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-3.000000,-2.000000,-3.000000,-3.000000,
-3.000000,-2.000000,-3.000000,-3.000000,-3.000000,-4.000000,-3.000000,-4.000000,-3.000000,-4.000000,-2.000000,-4.000000,-2.000000,-2.000000,-3.000000,-2.000000,-2.000000,-2.000000,-4.000000,-3.000000,
-4.000000,-3.000000,-3.000000,-3.000000,-2.000000,-3.000000,-3.000000,-3.000000,-4.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-3.000000,-3.000000,-2.000000,-4.000000,-4.000000,-3.000000,
-2.000000,-3.000000,-3.000000,-3.000000,-3.000000,-3.000000,-3.000000,-4.000000,-3.000000,-4.000000,-2.000000,-2.000000,-2.000000,-4.000000,-4.000000,-2.000000,-3.000000,-3.000000,-2.000000,-3.000000,
-2.000000,-2.000000,-2.000000,-2.000000,-3.000000,-4.000000,-2.000000,-3.000000,-4.000000,-4.000000,-2.000000,-3.000000,-3.000000,-4.000000,-2.000000,-4.000000,-4.000000,-3.000000,-2.000000,-2.000000,
-4.000000,-3.000000,-4.000000,-3.000000,-4.000000,-4.000000,-3.000000,-2.000000,-3.000000,-3.000000,-2.000000,-2.000000,-3.000000,-2.000000,-4.000000,-2.000000,-3.000000,-2.000000,-4.000000,-4.000000,
-3.000000,-2.000000,-3.000000,-4.000000,-2.000000,-3.000000,-2.000000,-3.000000,-4.000000,-4.000000,-3.000000,-2.000000,-2.000000,-3.000000,-4.000000,-3.000000,-4.000000,-4.000000,-2.000000,-2.000000,
-4.000000,-3.000000,-2.000000,-3.000000,-3.000000,-4.000000,-3.000000,-2.000000,-4.000000,-4.000000,-2.000000,-2.000000,-4.000000,-3.000000,-3.000000,-2.000000,-4.000000,-2.000000,-2.000000,-2.000000,
-2.000000,-2.000000,-3.000000,-4.000000,-3.000000,-4.000000,-3.000000,-3.000000,-3.000000,-4.000000,-3.000000,-4.000000,-4.000000,-2.000000,-2.000000,-4.000000,-2.000000,-2.000000,-2.000000,-2.000000,
-4.000000,-4.000000,-4.000000,-3.000000,-3.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000,-3.000000,-3.000000,-3.000000,-3.000000,-2.000000,-4.000000,-2.000000,-2.000000,-2.000000,-4.000000,
